,reviewer_name,reviewer_name_idx,hotel_id,hotel_idx,score
45,SuJeong,3980,18_30,427.0,11.166513442993164
46,SuJeong,3980,7_9,335.0,10.980314254760742
47,SuJeong,3980,12_13,323.0,10.958382606506348
48,Woojung,4066,18_30,427.0,10.23236083984375
49,Woojung,4066,7_9,335.0,9.998481750488281
50,Woojung,4066,12_13,323.0,9.980441093444824
51,Zhixia,4142,18_30,427.0,11.115364074707031
52,Zhixia,4142,7_9,335.0,10.714821815490723
53,Zhixia,4142,12_13,323.0,10.708829879760742
54,JIA,4800,18_30,427.0,7.31831169128418
55,JIA,4800,7_9,335.0,7.153552532196045
56,JIA,4800,12_13,323.0,7.141453742980957
57,YEONSOO,5360,18_30,427.0,9.627432823181152
58,YEONSOO,5360,7_9,335.0,9.557398796081543
59,YEONSOO,5360,12_13,323.0,9.541176795959473
60,Abdullah,5776,18_30,427.0,10.199142456054688
61,Abdullah,5776,7_9,335.0,9.770315170288086
62,Abdullah,5776,12_13,323.0,9.7544584274292
63,BOKYUNG,5858,7_9,335.0,10.437301635742188
64,BOKYUNG,5858,12_13,323.0,10.421571731567383
65,BOKYUNG,5858,18_30,427.0,10.221389770507812
66,Chiara,5983,18_30,427.0,10.342283248901367
67,Chiara,5983,7_9,335.0,10.016722679138184
68,Chiara,5983,12_13,323.0,10.010263442993164
69,Jame,6454,18_30,427.0,10.656537055969238
70,Jame,6454,7_9,335.0,10.565967559814453
71,Jame,6454,12_13,323.0,10.560441017150879
72,Meria,6765,18_30,427.0,10.510997772216797
73,Meria,6765,7_9,335.0,10.109633445739746
74,Meria,6765,12_13,323.0,10.1022310256958
75,Seungmuk,7115,35_6,153.0,9.98068904876709
76,Seungmuk,7115,18_30,427.0,9.975587844848633
77,Seungmuk,7115,7_9,335.0,9.847161293029785
78,Suchawadee,7171,18_30,427.0,10.399602890014648
79,Suchawadee,7171,7_9,335.0,10.105161666870117
80,Suchawadee,7171,12_13,323.0,10.1023530960083
81,Venessa,7313,39_17,293.0,10.450798988342285
82,Venessa,7313,18_30,427.0,10.328109741210938
83,Venessa,7313,7_9,335.0,10.03075885772705
84,Zan,7487,18_30,427.0,7.976335048675537
85,Zan,7487,7_9,335.0,7.774753093719482
86,Zan,7487,12_13,323.0,7.771086692810059
87,mindoc,7782,18_30,427.0,10.882529258728027
88,mindoc,7782,7_9,335.0,10.561844825744629
89,mindoc,7782,12_13,323.0,10.551170349121094
90,Hằng,147,18_30,427.0,11.74194622039795
91,Hằng,147,7_9,335.0,11.692397117614746
92,Hằng,147,12_13,323.0,11.682572364807129
93,Phong,170,18_30,427.0,11.379154205322266
94,Phong,170,12_13,323.0,11.101104736328125
95,Phong,170,7_9,335.0,11.096296310424805
96,James,184,26_11,435.0,11.348594665527344
97,James,184,25_16,433.0,11.348594665527344
98,James,184,10_20,399.0,11.348594665527344
99,Ivan,576,18_30,427.0,11.560577392578125
100,Ivan,576,7_9,335.0,10.893698692321777
101,Ivan,576,12_13,323.0,10.883769035339355
102,Seo,720,39_17,293.0,10.853378295898438
103,Seo,720,7_9,335.0,10.64135456085205
104,Seo,720,12_13,323.0,10.614847183227539
105,Trieu,782,18_30,427.0,10.894755363464355
106,Trieu,782,12_13,323.0,10.44688606262207
107,Trieu,782,7_9,335.0,10.439888954162598
108,Khac,810,39_17,293.0,10.664850234985352
109,Khac,810,18_30,427.0,9.986345291137695
110,Khac,810,7_9,335.0,9.946309089660645
111,SEUNGYEON,1369,18_30,427.0,11.47221851348877
112,SEUNGYEON,1369,7_9,335.0,11.374342918395996
113,SEUNGYEON,1369,12_13,323.0,11.368121147155762
114,shinji,1587,18_30,427.0,10.932713508605957
115,shinji,1587,39_17,293.0,10.86854076385498
116,shinji,1587,7_9,335.0,10.603254318237305
117,minjung,1765,18_30,427.0,9.642732620239258
118,minjung,1765,7_9,335.0,9.54533863067627
119,minjung,1765,12_13,323.0,9.52092456817627
120,Zhongyou,2382,18_30,427.0,10.786706924438477
121,Zhongyou,2382,7_9,335.0,10.120518684387207
122,Zhongyou,2382,12_13,323.0,10.11689281463623
123,sulki,2523,18_30,427.0,10.90685749053955
124,sulki,2523,7_9,335.0,10.558259963989258
125,sulki,2523,12_13,323.0,10.54214859008789
126,KIRSTEN,3029,7_9,335.0,11.210416793823242
127,KIRSTEN,3029,12_13,323.0,11.197064399719238
128,KIRSTEN,3029,18_30,427.0,11.195155143737793
129,우석,3345,18_30,427.0,11.205379486083984
130,우석,3345,7_9,335.0,11.027021408081055
131,우석,3345,12_13,323.0,11.022644996643066
132,Carsten,3432,18_30,427.0,10.349040031433105
133,Carsten,3432,7_9,335.0,9.883973121643066
134,Carsten,3432,12_13,323.0,9.876955032348633
135,FUMIE,3507,18_30,427.0,10.352302551269531
136,FUMIE,3507,7_9,335.0,9.892605781555176
137,FUMIE,3507,12_13,323.0,9.885805130004883
138,KWAG,3690,18_30,427.0,11.182625770568848
139,KWAG,3690,7_9,335.0,11.010796546936035
140,KWAG,3690,12_13,323.0,11.006572723388672
141,Lori,3739,18_30,427.0,9.917828559875488
142,Lori,3739,7_9,335.0,9.472139358520508
143,Lori,3739,12_13,323.0,9.465414047241211
144,Nghiêm,3826,18_30,427.0,11.056164741516113
145,Nghiêm,3826,7_9,335.0,10.632834434509277
146,Nghiêm,3826,12_13,323.0,10.618568420410156
147,THUÝ,4003,18_30,427.0,7.518020153045654
148,THUÝ,4003,7_9,335.0,7.337491035461426
149,THUÝ,4003,12_13,323.0,7.332774639129639
150,yukari,4347,18_30,427.0,9.05540657043457
151,yukari,4347,7_9,335.0,8.648477554321289
152,yukari,4347,12_13,323.0,8.642335891723633
153,백,4385,18_30,427.0,11.115364074707031
154,백,4385,7_9,335.0,10.714821815490723
155,백,4385,12_13,323.0,10.708829879760742
156,Canary,4552,18_30,427.0,10.70621395111084
157,Canary,4552,7_9,335.0,10.626766204833984
158,Canary,4552,12_13,323.0,10.612166404724121
159,MENGYUE,4966,18_30,427.0,10.873300552368164
160,MENGYUE,4966,12_13,323.0,10.597417831420898
161,MENGYUE,4966,7_9,335.0,10.597390174865723
162,SARAH,5136,7_9,335.0,9.402700424194336
163,SARAH,5136,12_13,323.0,9.39664077758789
164,SARAH,5136,18_30,427.0,9.36441707611084
165,siew,5607,18_30,427.0,10.873300552368164
166,siew,5607,12_13,323.0,10.597417831420898
167,siew,5607,7_9,335.0,10.597390174865723
168,Barbora,5871,18_30,427.0,9.687508583068848
169,Barbora,5871,1_7,129.0,9.180636405944824
170,Barbora,5871,7_9,335.0,9.13535213470459
171,Hoe,6305,18_30,427.0,8.261760711669922
172,Hoe,6305,7_9,335.0,7.7746782302856445
173,Hoe,6305,12_13,323.0,7.765955924987793
174,Joon,6506,18_30,427.0,10.330147743225098
175,Joon,6506,7_9,335.0,9.967695236206055
176,Joon,6506,12_13,323.0,9.953989028930664
177,Katarzyna,6572,18_30,427.0,10.532430648803711
178,Katarzyna,6572,7_9,335.0,10.451240539550781
179,Katarzyna,6572,12_13,323.0,10.435999870300293
180,Renat,6983,18_30,427.0,10.813467025756836
181,Renat,6983,12_13,323.0,10.588665008544922
182,Renat,6983,7_9,335.0,10.588438034057617
183,Salvatore,7085,18_30,427.0,10.447230339050293
184,Salvatore,7085,7_9,335.0,10.139371871948242
185,Salvatore,7085,12_13,323.0,10.12912368774414
186,Waldemar,7344,18_30,427.0,8.190349578857422
187,Waldemar,7344,7_9,335.0,7.932494640350342
188,Waldemar,7344,12_13,323.0,7.917362213134766
189,Xuân,160,26_11,435.0,11.692459106445312
190,Xuân,160,25_16,433.0,11.692459106445312
191,Xuân,160,10_20,399.0,11.692459106445312
192,Duyen,169,18_30,427.0,11.265359878540039
193,Duyen,169,7_9,335.0,11.033185005187988
194,Duyen,169,12_13,323.0,11.02484130859375
195,Dam,608,18_30,427.0,10.688420295715332
196,Dam,608,7_9,335.0,10.668868064880371
197,Dam,608,12_13,323.0,10.654242515563965
198,haesoon,735,18_30,427.0,11.281609535217285
199,haesoon,735,7_9,335.0,10.70145034790039
200,haesoon,735,12_13,323.0,10.699732780456543
201,thomas,1777,18_30,427.0,11.147921562194824
202,thomas,1777,7_9,335.0,10.944766998291016
203,thomas,1777,12_13,323.0,10.93287181854248
204,ILKYU,1988,18_30,427.0,11.180411338806152
205,ILKYU,1988,7_9,335.0,10.91574478149414
206,ILKYU,1988,12_13,323.0,10.900128364562988
207,Uhm,2317,18_30,427.0,11.180411338806152
208,Uhm,2317,7_9,335.0,10.91574478149414
209,Uhm,2317,12_13,323.0,10.900128364562988
210,Youngjun,2373,18_30,427.0,9.61495590209961
211,Youngjun,2373,7_9,335.0,9.596047401428223
212,Youngjun,2373,12_13,323.0,9.589311599731445
213,Clif,2638,18_30,427.0,10.523650169372559
214,Clif,2638,7_9,335.0,10.305618286132812
215,Clif,2638,12_13,323.0,10.29951000213623
216,NOBUKO,2741,18_30,427.0,10.47058391571045
217,NOBUKO,2741,7_9,335.0,10.135931015014648
218,NOBUKO,2741,12_13,323.0,10.120461463928223
219,PHUNGTRUNGAN,3108,18_30,427.0,10.477660179138184
220,PHUNGTRUNGAN,3108,7_9,335.0,10.160808563232422
221,PHUNGTRUNGAN,3108,12_13,323.0,10.155481338500977
222,JUNGHYUN,3640,18_30,427.0,9.297124862670898
223,JUNGHYUN,3640,7_9,335.0,9.076627731323242
224,JUNGHYUN,3640,12_13,323.0,9.068497657775879
225,Kirsti,3709,18_30,427.0,10.303630828857422
226,Kirsti,3709,7_9,335.0,9.99004077911377
227,Kirsti,3709,12_13,323.0,9.988615989685059
228,Kisang,3710,18_30,427.0,11.06800365447998
229,Kisang,3710,7_9,335.0,10.805508613586426
230,Kisang,3710,12_13,323.0,10.795832633972168
231,Penny,3861,18_30,427.0,11.210650444030762
232,Penny,3861,7_9,335.0,11.013787269592285
233,Penny,3861,12_13,323.0,11.007534980773926
234,Racquel,3882,18_30,427.0,9.479822158813477
235,Racquel,3882,7_9,335.0,9.351666450500488
236,Racquel,3882,12_13,323.0,9.344622611999512
237,Selena,3947,18_30,427.0,10.945184707641602
238,Selena,3947,7_9,335.0,10.646527290344238
239,Selena,3947,12_13,323.0,10.640690803527832
240,Yoonsun,4117,18_30,427.0,11.182625770568848
241,Yoonsun,4117,7_9,335.0,11.010796546936035
242,Yoonsun,4117,12_13,323.0,11.006572723388672
243,Youngkil,4121,18_30,427.0,7.604186058044434
244,Youngkil,4121,7_9,335.0,7.48734188079834
245,Youngkil,4121,12_13,323.0,7.484468936920166
246,alexandru,4146,18_30,427.0,10.745765686035156
247,alexandru,4146,7_9,335.0,10.343088150024414
248,alexandru,4146,12_13,323.0,10.327227592468262
249,jinhwan,4214,18_30,427.0,7.905837535858154
250,jinhwan,4214,7_9,335.0,7.846888065338135
251,jinhwan,4214,12_13,323.0,7.840531349182129
252,uyên,4322,18_30,427.0,11.238541603088379
253,uyên,4322,7_9,335.0,10.937098503112793
254,uyên,4322,12_13,323.0,10.930480003356934
255,채채퐁,4440,18_30,427.0,11.115364074707031
256,채채퐁,4440,7_9,335.0,10.714821815490723
257,채채퐁,4440,12_13,323.0,10.708829879760742
258,Chân,4580,18_30,427.0,9.565826416015625
259,Chân,4580,7_9,335.0,9.33139705657959
260,Chân,4580,12_13,323.0,9.31758975982666
261,Juan,4854,18_30,427.0,8.283393859863281
262,Juan,4854,7_9,335.0,8.124561309814453
263,Juan,4854,12_13,323.0,8.114638328552246
264,Khan,4899,18_30,427.0,11.152685165405273
265,Khan,4899,7_9,335.0,10.976630210876465
266,Khan,4899,12_13,323.0,10.964255332946777
267,Sik,5206,18_30,427.0,9.421466827392578
268,Sik,5206,7_9,335.0,9.351554870605469
269,Sik,5206,12_13,323.0,9.338706016540527
270,Sofian,5210,18_30,427.0,10.073877334594727
271,Sofian,5210,7_9,335.0,9.941802978515625
272,Sofian,5210,12_13,323.0,9.92395305633545
273,YUAN,5371,18_30,427.0,9.351103782653809
274,YUAN,5371,7_9,335.0,9.308575630187988
275,YUAN,5371,12_13,323.0,9.291561126708984
276,luật,5545,18_30,427.0,8.695551872253418
277,luật,5545,7_9,335.0,8.617655754089355
278,luật,5545,12_13,323.0,8.611900329589844
279,Archie,5826,18_30,427.0,8.862594604492188
280,Archie,5826,7_9,335.0,8.638615608215332
281,Archie,5826,12_13,323.0,8.634540557861328
282,CHEUN,5920,18_30,427.0,8.698641777038574
283,CHEUN,5920,12_13,323.0,8.477933883666992
284,CHEUN,5920,7_9,335.0,8.477913856506348
285,DONGJIN,6034,35_6,153.0,9.182232856750488
286,DONGJIN,6034,18_30,427.0,9.177538871765137
287,DONGJIN,6034,7_9,335.0,9.05938720703125
288,Dick,6070,18_30,427.0,8.391831398010254
289,Dick,6070,7_9,335.0,8.029284477233887
290,Dick,6070,12_13,323.0,8.016036033630371
291,Eunyeong,6138,18_30,427.0,7.362049102783203
292,Eunyeong,6138,7_9,335.0,7.175603866577148
293,Eunyeong,6138,12_13,323.0,7.16823148727417
294,Hyeeun,6324,5_9,219.0,9.980502128601074
295,Hyeeun,6324,18_30,427.0,9.917952537536621
296,Hyeeun,6324,17_29,421.0,9.680997848510742
297,Maarten,6721,16_14,415.0,10.074380874633789
298,Maarten,6721,16_15,248.0,9.983208656311035
299,Maarten,6721,18_30,427.0,9.835668563842773
300,PHAP,6912,7_9,335.0,10.29813289642334
301,PHAP,6912,12_13,323.0,10.282445907592773
302,PHAP,6912,18_30,427.0,10.267613410949707
303,Ritchel,6989,18_30,427.0,10.94157886505127
304,Ritchel,6989,7_9,335.0,10.733366966247559
305,Ritchel,6989,12_13,323.0,10.716025352478027
306,Sỹ,7201,18_30,427.0,10.776771545410156
307,Sỹ,7201,7_9,335.0,10.437495231628418
308,Sỹ,7201,12_13,323.0,10.417581558227539
309,Taehee,7230,18_30,427.0,10.572831153869629
310,Taehee,7230,7_9,335.0,10.261091232299805
311,Taehee,7230,12_13,323.0,10.25604248046875
312,Wingty,7357,18_30,427.0,11.078245162963867
313,Wingty,7357,7_9,335.0,10.798270225524902
314,Wingty,7357,12_13,323.0,10.79317569732666
315,Xinyang,7374,18_30,427.0,10.243382453918457
316,Xinyang,7374,27_26,437.0,10.02330493927002
317,Xinyang,7374,26_22,382.0,10.02330493927002
318,Linh,8,39_17,293.0,11.57433032989502
319,Linh,8,18_30,427.0,11.299254417419434
320,Linh,8,12_13,323.0,11.273965835571289
321,Vân,67,18_30,427.0,10.894989013671875
322,Vân,67,39_17,293.0,10.861488342285156
323,Vân,67,7_9,335.0,10.774028778076172
324,Duong,70,18_30,427.0,11.0601806640625
325,Duong,70,7_9,335.0,10.769220352172852
326,Duong,70,12_13,323.0,10.754304885864258
327,kwon,311,18_30,427.0,10.857342720031738
328,kwon,311,7_9,335.0,10.506963729858398
329,kwon,311,12_13,323.0,10.496660232543945
330,Vincent,379,18_30,427.0,11.004114151000977
331,Vincent,379,7_9,335.0,10.387271881103516
332,Vincent,379,12_13,323.0,10.381539344787598
333,Cam,486,18_30,427.0,10.899515151977539
334,Cam,486,39_17,293.0,10.490327835083008
335,Cam,486,12_13,323.0,10.416314125061035
336,Diep,571,18_30,427.0,10.937419891357422
337,Diep,571,7_9,335.0,10.844444274902344
338,Diep,571,12_13,323.0,10.824859619140625
339,BUI,878,18_30,427.0,10.650827407836914
340,BUI,878,17_29,421.0,10.3998384475708
341,BUI,878,17_18,419.0,10.3998384475708
342,WOOK,994,39_17,293.0,10.127145767211914
343,WOOK,994,18_30,427.0,10.06983757019043
344,WOOK,994,9_24,52.0,9.862218856811523
345,M,1350,18_30,427.0,11.309107780456543
346,M,1350,7_9,335.0,10.956513404846191
347,M,1350,12_13,323.0,10.947675704956055
348,qi,1584,7_9,335.0,8.904273986816406
349,qi,1584,12_13,323.0,8.893669128417969
350,qi,1584,18_30,427.0,8.892152786254883
351,Canh,1622,18_30,427.0,10.829808235168457
352,Canh,1622,7_9,335.0,10.391999244689941
353,Canh,1622,12_13,323.0,10.378961563110352
354,như,1767,18_30,427.0,11.30707836151123
355,như,1767,7_9,335.0,11.254788398742676
356,như,1767,12_13,323.0,11.250306129455566
357,Cassandra,1846,18_30,427.0,11.019359588623047
358,Cassandra,1846,7_9,335.0,10.971785545349121
359,Cassandra,1846,12_13,323.0,10.963871955871582
360,Haehyun,1951,18_30,427.0,9.15762710571289
361,Haehyun,1951,7_9,335.0,8.803559303283691
362,Haehyun,1951,12_13,323.0,8.799280166625977
363,HyeJee,1976,18_30,427.0,8.74086856842041
364,HyeJee,1976,7_9,335.0,8.723677635192871
365,HyeJee,1976,12_13,323.0,8.717557907104492
366,PHOO,2164,18_30,427.0,11.101977348327637
367,PHOO,2164,39_17,293.0,10.634016036987305
368,PHOO,2164,7_9,335.0,10.519033432006836
369,sunkyung,2527,18_30,427.0,11.036748886108398
370,sunkyung,2527,7_9,335.0,10.859041213989258
371,sunkyung,2527,12_13,323.0,10.847758293151855
372,editha,2822,18_30,427.0,10.562536239624023
373,editha,2822,7_9,335.0,10.258805274963379
374,editha,2822,12_13,323.0,10.24598217010498
375,Jariyaporn,3009,18_30,427.0,9.283121109008789
376,Jariyaporn,3009,16_14,415.0,8.73923397064209
377,Jariyaporn,3009,7_9,335.0,8.721549034118652
378,Murray,3085,18_30,427.0,11.051338195800781
379,Murray,3085,16_14,415.0,10.403853416442871
380,Murray,3085,7_9,335.0,10.382796287536621
381,슈,3342,18_30,427.0,10.968568801879883
382,슈,3342,7_9,335.0,10.459096908569336
383,슈,3342,12_13,323.0,10.443428039550781
384,1206,3365,18_30,427.0,11.182625770568848
385,1206,3365,7_9,335.0,11.010796546936035
386,1206,3365,12_13,323.0,11.006572723388672
387,Chanwoo,3440,18_30,427.0,11.115364074707031
388,Chanwoo,3440,7_9,335.0,10.714821815490723
389,Chanwoo,3440,12_13,323.0,10.708829879760742
390,Coco,3448,18_30,427.0,11.06800365447998
391,Coco,3448,7_9,335.0,10.805508613586426
392,Coco,3448,12_13,323.0,10.795832633972168
393,Gyongah,3535,18_30,427.0,10.387760162353516
394,Gyongah,3535,7_9,335.0,9.835966110229492
395,Gyongah,3535,12_13,323.0,9.828592300415039
396,Lora,3738,18_30,427.0,10.945184707641602
397,Lora,3738,7_9,335.0,10.646527290344238
398,Lora,3738,12_13,323.0,10.640690803527832
399,MINJUNG,3753,7_9,335.0,9.061010360717773
400,MINJUNG,3753,12_13,323.0,9.04970932006836
401,MINJUNG,3753,6_5,90.0,8.745185852050781
402,serge,4284,18_30,427.0,9.910724639892578
403,serge,4284,7_9,335.0,9.776741027832031
404,serge,4284,12_13,323.0,9.769379615783691
405,자현,4423,18_30,427.0,10.28801441192627
406,자현,4423,7_9,335.0,10.12993049621582
407,자현,4423,12_13,323.0,10.126046180725098
408,Kyungha,4917,26_11,435.0,9.718360900878906
409,Kyungha,4917,25_16,433.0,9.718360900878906
410,Kyungha,4917,10_20,399.0,9.718360900878906
411,SOON-RYUL,5160,18_30,427.0,8.248122215270996
412,SOON-RYUL,5160,7_9,335.0,8.215116500854492
413,SOON-RYUL,5160,12_13,323.0,8.202807426452637
414,WAT,5326,18_30,427.0,10.003438949584961
415,WAT,5326,12_13,323.0,9.74962329864502
416,WAT,5326,7_9,335.0,9.74959945678711
417,YIBU,5361,18_30,427.0,9.014994621276855
418,YIBU,5361,39_17,293.0,8.954202651977539
419,YIBU,5361,7_9,335.0,8.696221351623535
420,takuya,5622,18_30,427.0,9.316324234008789
421,takuya,5622,39_17,293.0,9.209634780883789
422,takuya,5622,7_9,335.0,8.944535255432129
423,Kriya,6609,18_30,427.0,10.4661865234375
424,Kriya,6609,7_9,335.0,10.108823776245117
425,Kriya,6609,12_13,323.0,10.101095199584961
426,MING,6695,18_30,427.0,10.628006935119629
427,MING,6695,39_17,293.0,10.34674072265625
428,MING,6695,7_9,335.0,10.34616756439209
429,MINHO,6701,18_30,427.0,9.623164176940918
430,MINHO,6701,23_5,199.0,9.581328392028809
431,MINHO,6701,39_17,293.0,9.43720817565918
432,NHATRANG,6831,18_30,427.0,10.826541900634766
433,NHATRANG,6831,7_9,335.0,10.552355766296387
434,NHATRANG,6831,12_13,323.0,10.541515350341797
435,Wai,168,18_30,427.0,11.18685245513916
436,Wai,168,12_13,323.0,10.919565200805664
437,Wai,168,7_9,335.0,10.917195320129395
438,Lưu,702,18_30,427.0,11.856521606445312
439,Lưu,702,7_9,335.0,11.381609916687012
440,Lưu,702,12_13,323.0,11.369511604309082
441,Sean,818,18_30,427.0,10.623074531555176
442,Sean,818,7_9,335.0,10.266617774963379
443,Sean,818,39_17,293.0,10.263372421264648
444,YUKI,1095,18_30,427.0,11.093728065490723
445,YUKI,1095,7_9,335.0,10.744006156921387
446,YUKI,1095,12_13,323.0,10.736451148986816
447,Palisoc,2167,18_30,427.0,10.967711448669434
448,Palisoc,2167,7_9,335.0,10.189811706542969
449,Palisoc,2167,12_13,323.0,10.186208724975586
450,슬아,2587,18_30,427.0,10.200921058654785
451,슬아,2587,39_17,293.0,9.816303253173828
452,슬아,2587,7_9,335.0,9.807124137878418
453,Joseph,2705,18_30,427.0,10.926261901855469
454,Joseph,2705,7_9,335.0,10.836230278015137
455,Joseph,2705,12_13,323.0,10.819558143615723
456,dương,2821,18_30,427.0,10.017768859863281
457,dương,2821,1_19,73.0,9.934224128723145
458,dương,2821,21_5,432.0,9.92338752746582
459,dong,3245,18_30,427.0,9.191195487976074
460,dong,3245,39_17,293.0,9.049695014953613
461,dong,3245,27_26,437.0,8.68212890625
462,stephen,3304,7_9,335.0,8.071500778198242
463,stephen,3304,12_13,323.0,8.061887741088867
464,stephen,3304,18_30,427.0,8.060511589050293
465,Carel,3431,18_30,427.0,10.798038482666016
466,Carel,3431,12_13,323.0,10.51097297668457
467,Carel,3431,7_9,335.0,10.510787963867188
468,Petra,3862,18_30,427.0,11.210650444030762
469,Petra,3862,7_9,335.0,11.013787269592285
470,Petra,3862,12_13,323.0,11.007534980773926
471,TOSHIAKI,4005,18_30,427.0,10.772525787353516
472,TOSHIAKI,4005,7_9,335.0,10.62689208984375
473,TOSHIAKI,4005,12_13,323.0,10.618891716003418
474,ina,4199,18_30,427.0,9.223477363586426
475,ina,4199,7_9,335.0,9.154701232910156
476,ina,4199,12_13,323.0,9.147286415100098
477,Aminah,4492,7_9,335.0,9.90117359161377
478,Aminah,4492,18_30,427.0,9.886892318725586
479,Aminah,4492,12_13,323.0,9.881346702575684
480,HWASIL,4718,18_30,427.0,8.564972877502441
481,HWASIL,4718,7_9,335.0,8.50141429901123
482,HWASIL,4718,12_13,323.0,8.48973274230957
483,Kwangshik,4914,18_30,427.0,9.01557731628418
484,Kwangshik,4914,7_9,335.0,8.545135498046875
485,Kwangshik,4914,12_13,323.0,8.533782005310059
486,Len,4936,18_30,427.0,11.161710739135742
487,Len,4936,7_9,335.0,10.996540069580078
488,Len,4936,12_13,323.0,10.981318473815918
489,MONGKON,4978,18_30,427.0,8.844730377197266
490,MONGKON,4978,7_9,335.0,8.632343292236328
491,MONGKON,4978,12_13,323.0,8.626792907714844
492,Maricar,4992,18_30,427.0,10.445900917053223
493,Maricar,4992,7_9,335.0,10.317748069763184
494,Maricar,4992,12_13,323.0,10.308287620544434
495,Mazlan,5004,26_11,435.0,11.176115036010742
496,Mazlan,5004,25_16,433.0,11.176115036010742
497,Mazlan,5004,10_20,399.0,11.176115036010742
498,Suvidha,5237,18_30,427.0,11.111312866210938
499,Suvidha,5237,7_9,335.0,10.927002906799316
500,Suvidha,5237,12_13,323.0,10.924524307250977
501,Ayamkam,5843,18_30,427.0,10.448446273803711
502,Ayamkam,5843,7_9,335.0,10.161495208740234
503,Ayamkam,5843,12_13,323.0,10.15148639678955
504,Bander,5869,18_30,427.0,10.693291664123535
505,Bander,5869,7_9,335.0,10.438155174255371
506,Bander,5869,12_13,323.0,10.423101425170898
507,Bartosch,5873,18_30,427.0,7.296456336975098
508,Bartosch,5873,17_29,421.0,6.937384605407715
509,Bartosch,5873,17_18,419.0,6.937384605407715
510,Chow,5993,18_30,427.0,9.765617370605469
511,Chow,5993,7_9,335.0,9.482951164245605
512,Chow,5993,12_13,323.0,9.469348907470703
513,Diện,6074,18_30,427.0,9.8040132522583
514,Diện,6074,7_9,335.0,9.720690727233887
515,Diện,6074,12_13,323.0,9.715606689453125
516,Lennard,6649,18_30,427.0,10.330147743225098
517,Lennard,6649,7_9,335.0,9.967695236206055
518,Lennard,6649,12_13,323.0,9.953989028930664
519,SAROK,7021,7_9,335.0,9.567524909973145
520,SAROK,7021,12_13,323.0,9.553105354309082
521,SAROK,7021,18_30,427.0,9.369607925415039
522,Sheng,7129,18_30,427.0,8.982361793518066
523,Sheng,7129,7_9,335.0,8.768050193786621
524,Sheng,7129,12_13,323.0,8.755407333374023
525,Xiaole,7370,18_30,427.0,10.740562438964844
526,Xiaole,7370,17_29,421.0,10.029024124145508
527,Xiaole,7370,17_18,419.0,10.029024124145508
528,mingeun,7784,18_30,427.0,7.987907886505127
529,mingeun,7784,16_14,415.0,7.86063814163208
530,mingeun,7784,16_15,248.0,7.783522605895996
531,yan yan,7944,18_30,427.0,9.157915115356445
532,yan yan,7944,7_9,335.0,8.845221519470215
533,yan yan,7944,12_13,323.0,8.838457107543945
534,Nguyễn,0,18_30,427.0,11.250130653381348
535,Nguyễn,0,26_11,435.0,11.218865394592285
536,Nguyễn,0,25_16,433.0,11.218865394592285
537,Đỗ,69,18_30,427.0,11.413496971130371
